	id	date	price	bedrooms	bathrooms	sqft_living	sqft_lot	floors	view	condition	grade	sqft_above	zipcode	lat	long	sqft_living15	sqft_lot15	age_of_house	basement_present	renovated	waterfront_present
2526	3123049320	20150415T000000	535000	3	2.75	2300	12197	2	0	3	8	2300	98166	47.4369	-122.338	1710	11220	26	0	0	0
2527	4123400320	20140505T000000	627000	4	2.25	1990	7712	1	0	3	8	1210	98027	47.5688	-122.087	1720	7393	42	1	0	0
2528	4477000270	20140822T000000	565000	3	2	2730	15677	2.5	3	3	9	2730	98166	47.4612	-122.365	2040	12209	39	0	0	0
2529	3126049094	20141112T000000	392450	4	2	2195	2681	1	0	3	7	1060	98103	47.6965	-122.342	1710	1280	103	1	0	0
2530	8682282180	20140923T000000	509000	2	2	1560	4675	1	0	3	8	1560	98053	47.7086	-122.019	1870	6361	9	0	0	0
2531	1232000810	20140912T000000	340000	3	2.5	1400	4800	1	0	3	7	1200	98117	47.6865	-122.379	1440	3840	94	1	0	0
2532	1232000810	20150326T000000	537000	3	2.5	1400	4800	1	0	3	7	1200	98117	47.6865	-122.379	1440	3840	94	1	0	0
2533	8691330310	20140505T000000	865000	4	3	3690	9892	2	0	3	10	3690	98075	47.5937	-121.982	3430	11294	17	0	0	0
2534	3996900295	20141214T000000	358000	2	1	1140	8340	1	0	3	7	1140	98155	47.7448	-122.3	1030	8149	67	0	0	0
2535	117000003	20140919T000000	595000	4	2.25	1920	3225	1.5	0	5	7	1300	98116	47.5848	-122.384	1960	3750	92	1	0	0
2536	1471590060	20140619T000000	661000	4	2.5	2496	8058	2	0	3	9	2496	98052	47.6791	-122.149	2496	7757	17	0	0	0
2537	2558650200	20140916T000000	419950	3	2.25	2280	8500	1	0	4	7	1680	98034	47.7211	-122.166	1890	7700	38	1	0	0
2538	5104531580	20150416T000000	490000	4	3.5	3200	6420	2	0	3	9	3200	98038	47.3545	-122.001	3200	6291	9	0	0	0
2539	6021503570	20140918T000000	525000	2	1	880	4000	1	0	3	7	880	98117	47.6847	-122.387	1310	4000	75	0	0	0
2540	1862400517	20140813T000000	350000	3	2	1320	1298	3	0	3	7	1320	98117	47.6959	-122.376	1380	1503	20	0	0	0
2541	2738650030	20150511T000000	552500	3	2.5	2450	3582	2	0	3	9	2450	98072	47.7749	-122.159	2490	5449	7	0	0	0
2542	5560000710	20150327T000000	210000	3	1	1040	8970	1	0	4	6	1040	98023	47.3283	-122.337	1040	8450	54	0	0	0
2543	7215410320	20150311T000000	390000	3	2.5	2480	53250	2	0	3	9	2480	98042	47.3323	-122.079	2510	36549	25	0	0	0
2544	3971700510	20150129T000000	336800	5	1.75	1830	16650	1.5	0	3	7	1610	98155	47.7734	-122.315	1790	12743	57	1	0	0
2545	7202330270	20150303T000000	465000	3	2.5	1440	4473	2	0	3	7	1440	98053	47.6825	-122.036	1650	3322	12	0	0	0
2546	9542830160	20141218T000000	299900	4	2.5	1580	3632	2	0	3	7	1580	98038	47.3672	-122.019	1950	3800	4	0	0	0
2547	3630120960	20140718T000000	715000	3	3.25	3230	5000	2	0	3	9	3230	98029	47.5558	-122.002	2670	3977	9	0	0	0
2548	3622059155	20140523T000000	235000	4	2.5	1810	39639	1	0	3	7	1230	98042	47.3472	-122.11	1810	44866	45	1	0	0
2549	1687000240	20141210T000000	276000	3	2.5	2495	4400	2	0	3	8	2495	98001	47.2877	-122.283	2434	4400	8	0	0	0
2550	4322300340	20150112T000000	265000	4	1.5	1740	12728	1	0	4	7	1180	98003	47.2808	-122.3	1830	11125	51	1	0	0
2551	3797000830	20140530T000000	425000	3	1.75	1680	3000	1	2	4	6	840	98103	47.686	-122.346	1540	3700	115	1	0	0
2552	4137060270	20150105T000000	313000	4	2.5	2460	10320	2	0	3	8	2460	98092	47.2599	-122.215	2210	9024	22	0	0	0
2553	7277100640	20150409T000000	715000	3	2.5	3050	6000	1	3	3	8	1720	98177	47.7701	-122.389	2340	7200	31	1	0	0
2554	1312920060	20141212T000000	265000	3	2.25	1630	10969	2	0	3	7	1630	98001	47.3305	-122.285	1410	7920	24	0	0	0
2555	1472330030	20150324T000000	646000	3	2.75	2460	6413	2	0	3	9	2460	98028	47.7497	-122.245	2440	6092	11	0	0	0
2556	2973800030	20140721T000000	175000	3	1	1030	6600	1	0	3	7	1030	98146	47.4941	-122.34	1220	9040	61	0	0	0
2557	5152920070	20140731T000000	649000	3	2.5	3410	13809	1	3	4	10	2450	98003	47.3424	-122.326	3410	14245	42	1	0	0
2558	2021200058	20150423T000000	785000	3	2.75	2310	5200	1	0	4	7	1520	98199	47.6357	-122.397	2310	5200	75	1	0	0
2559	9828202255	20140922T000000	890000	4	2.75	2610	4400	1	0	5	8	1260	98122	47.6158	-122.293	1770	4400	95	1	0	0
2560	2126059276	20141126T000000	612000	3	3	2330	10327	1	0	3	9	2330	98034	47.7239	-122.164	2200	4629	17	0	0	0
2561	7796450340	20141205T000000	330000	4	2.5	2980	5674	2	0	3	8	2980	98023	47.277	-122.347	2610	5495	12	0	0	0
2562	1449000260	20141112T000000	493000	3	2.25	1790	11393	1	0	3	8	1790	98052	47.6297	-122.099	2290	11894	37	0	0	0
2563	8722100570	20150403T000000	1600000	4	2.25	2940	5735	1	0	3	9	1470	98112	47.6381	-122.304	2230	5659	58	1	0	0
2564	7856400240	20140627T000000	1620000	4	3	3900	9750	1	4	5	10	2520	98006	47.5605	-122.158	3410	9450	43	1	0	0
2565	7856400240	20150211T000000	1650000	4	3	3900	9750	1	4	5	10	2520	98006	47.5605	-122.158	3410	9450	43	1	0	0
2566	3037200060	20140926T000000	499000	3	2.5	1750	2150	2.5	0	3	7	1230	98122	47.6037	-122.311	1410	3300	115	1	1	0
2567	6071700160	20140623T000000	603500	6	2.75	2660	8400	1	0	5	8	1550	98006	47.549	-122.173	2280	8400	53	1	0	0
2568	7645900055	20140624T000000	530000	2	1.5	1580	3680	1	2	3	8	1280	98126	47.5762	-122.377	1730	3680	74	1	0	0
2569	292000070	20150406T000000	895000	5	2.5	2350	14197	1	0	4	8	1220	98004	47.6005	-122.204	2470	11629	53	1	0	0
2570	9510900710	20140513T000000	267345	4	2.25	2510	8165	1	0	4	7	1610	98023	47.3092	-122.372	1940	8250	43	1	0	0
2571	1471620240	20140516T000000	275000	3	2.5	1480	15639	2	0	3	8	1480	98045	47.4723	-121.746	1480	16454	28	0	0	0
2572	1626079012	20150225T000000	439950	3	1.75	1720	223377	1	0	3	7	1240	98019	47.7329	-121.92	2530	221442	65	1	0	0
2573	3904901670	20140620T000000	455000	3	2.25	1470	4653	2	0	4	7	1470	98029	47.5667	-122.018	1560	4119	30	0	0	0
2574	8927600070	20150113T000000	630000	3	1.75	1540	6930	1	0	3	7	1250	98115	47.6782	-122.278	1760	6930	71	1	0	0
2575	3629970240	20141103T000000	690000	3	2.5	2820	5001	2	0	3	9	2820	98029	47.5533	-121.992	2660	5001	11	0	0	0
2576	1099610260	20140826T000000	212000	4	1.75	1250	12705	1	0	4	7	1250	98023	47.302	-122.382	1390	8550	44	0	0	0
2577	5420300270	20140813T000000	231500	4	2.25	2080	7526	1	0	4	7	1280	98030	47.3762	-122.183	1200	7500	30	1	0	0
2578	2954400520	20150430T000000	1237500	4	3.25	5180	49936	2	0	4	10	5180	98053	47.6676	-122.069	4240	35363	24	0	0	0
2579	1121059105	20140708T000000	378500	3	2.5	2860	43821	2	0	4	9	2860	98092	47.3163	-122.142	2370	65340	25	0	0	0
2580	2591720070	20140502T000000	482000	4	2.5	2710	35868	2	0	3	9	2710	98038	47.375	-122.022	2780	36224	26	0	0	0
2581	9178600055	20150505T000000	695000	2	1	1140	3990	1	0	3	7	1140	98103	47.6554	-122.333	1800	5700	91	0	0	0
2582	9290850800	20141202T000000	965000	4	2.5	4070	57587	2	0	3	10	4070	98052	47.6908	-122.052	3890	35960	26	0	0	0
2583	5040800060	20150204T000000	675000	3	1.75	1710	5913	1	0	4	8	1120	98199	47.6481	-122.406	2920	5922	74	1	0	0
2584	1437900350	20141027T000000	387000	3	1.5	1340	6500	1	0	3	7	1340	98034	47.7168	-122.192	1620	7107	43	0	0	0
2585	1328300810	20150330T000000	347500	4	2.75	2290	7000	2	0	3	8	2290	98058	47.4442	-122.129	2000	7200	38	0	0	0
2586	3990200125	20140711T000000	385000	3	2	1860	7400	1	0	3	8	930	98166	47.4598	-122.352	1640	8461	93	1	1	0
2587	7452500340	20141204T000000	265000	3	1	1080	4930	1	0	3	6	1080	98126	47.5209	-122.374	1100	5950	65	0	0	0
2588	9215400075	20150422T000000	406000	3	1	960	5264	1	0	3	7	960	98115	47.6805	-122.301	1140	5150	62	0	0	0
2589	5061300030	20140508T000000	134000	2	1.5	980	5000	2	0	3	7	980	98014	47.7076	-121.359	1040	5000	93	0	1	0
2590	3362900696	20141020T000000	415000	3	1	1500	3399	2	0	5	7	1300	98103	47.6838	-122.352	1360	3588	89	1	0	0
2591	2558640340	20140527T000000	375000	3	1.75	1440	8775	1	0	3	7	1440	98034	47.7231	-122.17	1790	7865	42	0	0	0
2592	8078460810	20141210T000000	620000	4	2.5	2580	7465	2	0	3	8	2580	98074	47.6319	-122.022	2350	7596	22	0	0	0
2593	538000390	20141028T000000	337500	5	2.5	2070	4698	2	0	3	7	2070	98038	47.3539	-122.024	2010	4698	16	0	0	0
2594	3584900160	20140922T000000	565000	3	2.5	1880	12368	1	0	4	7	1260	98005	47.5901	-122.167	1950	11551	48	1	0	0
2595	8572900135	20140523T000000	399500	3	1.75	2420	12676	2	0	3	7	2420	98045	47.4943	-121.789	1210	6769	104	0	1	0
2596	8056000075	20140521T000000	1065000	2	1.75	1890	9466	2	0	3	8	1890	98004	47.6144	-122.211	2180	12825	28	0	0	0
2597	2972300140	20140821T000000	352500	3	2	1920	33630	1	0	3	8	1920	98056	47.4983	-122.167	2080	7505	23	0	0	0
2598	7697870350	20140617T000000	259000	3	2	1870	5909	1	0	3	7	1270	98030	47.3665	-122.183	1870	7887	29	1	0	0
2599	7972601710	20150415T000000	320000	2	1	900	7620	1	0	3	7	900	98106	47.5268	-122.343	1520	7620	44	0	0	0
2600	6421100342	20140811T000000	733000	3	2.5	2160	9888	2	0	4	9	2160	98052	47.6712	-122.142	3060	7829	26	0	0	0
2601	2464400340	20140625T000000	381500	2	1	900	2910	1	0	5	7	900	98115	47.6859	-122.322	1320	2910	91	0	0	0
2602	8113101232	20141202T000000	343000	2	1	1180	9261	1	0	4	7	940	98118	47.5492	-122.274	1700	6325	58	1	0	0
2603	5706500140	20140818T000000	205500	2	1	900	6400	1	0	5	6	900	98022	47.2113	-121.992	1320	6400	77	0	0	0
2604	1024069037	20140915T000000	525000	3	2	1600	16530	1	0	5	7	1600	98075	47.5821	-122.016	1850	41006	48	0	0	0
2605	9476700135	20150319T000000	300000	3	1.75	1500	8352	1	2	5	6	750	98056	47.4883	-122.191	1500	8447	72	1	0	0
2606	1926069035	20140722T000000	299000	2	1	1070	189486	1	0	3	6	1070	98077	47.7199	-122.085	1970	60548	73	0	0	0
2607	3904990030	20140709T000000	561000	4	2.5	2570	5250	2	0	3	8	2570	98029	47.5763	-122	2260	5392	25	0	0	0
2608	7132300550	20150224T000000	450000	3	1	1210	4000	1.5	0	3	7	1090	98144	47.5934	-122.308	1210	4000	87	1	0	0
2609	2193340140	20140814T000000	540000	4	2.5	1850	7850	2	0	3	8	1850	98052	47.6914	-122.103	1830	8140	30	0	0	0
2610	1422300160	20140624T000000	379000	3	2.5	1740	30886	2	0	3	8	1740	98045	47.46	-121.707	1740	39133	23	0	0	0
2611	2946000751	20140724T000000	230000	3	1	1300	14000	1	0	4	7	1300	98198	47.4213	-122.322	1390	8750	57	0	0	0
2612	1796250140	20150310T000000	399950	3	2.5	2000	30605	2	0	4	8	2000	98042	47.3442	-122.062	1930	35350	26	0	0	0
2613	6699001200	20150507T000000	355000	5	2.5	3220	5806	2	0	3	8	3220	98042	47.3714	-122.103	2760	5813	13	0	0	0
2614	7525300310	20140619T000000	580000	4	2.25	2160	9593	1	0	3	8	2160	98008	47.5883	-122.112	2820	9628	46	0	0	0
2615	5700000340	20150427T000000	700000	3	2	2130	4299	1.5	0	4	7	1680	98144	47.5779	-122.294	2040	4548	93	1	0	0
2616	3210400340	20140506T000000	279900	3	1.75	1580	8151	1	1	4	7	1100	98198	47.3672	-122.312	1650	8151	53	1	0	0
2617	179003055	20141113T000000	210000	3	1	1200	7500	1	0	3	6	1200	98178	47.4921	-122.275	1010	7000	110	0	1	0
2618	9829200566	20140630T000000	1165000	3	3	3790	5001	2	0	3	10	2810	98122	47.6035	-122.285	2500	6286	26	1	0	0
2619	1723059050	20140611T000000	290300	2	1	860	3874	1	0	4	6	860	98055	47.4836	-122.204	1400	5106	84	0	0	0
2620	2624059036	20141003T000000	1599950	5	4.5	5130	43123	2	0	3	11	5130	98006	47.544	-122.126	4670	43560	19	0	0	0
2621	5101406441	20150416T000000	490000	3	1	1600	6380	1.5	0	3	7	1400	98125	47.7015	-122.317	1760	6380	76	1	0	0
2622	8582010240	20140506T000000	606000	4	2.5	2110	13850	2	0	3	9	2110	98027	47.5497	-122.077	2520	10194	28	0	0	0
2623	6300500505	20140714T000000	359950	3	1	1400	4980	1	0	3	6	950	98133	47.7041	-122.34	990	4980	72	1	0	0
2624	3275890310	20150212T000000	677100	3	2	2110	9199	1	0	3	10	2110	98074	47.6496	-122.083	3130	8841	22	0	0	0
2625	7715801040	20150221T000000	465000	3	2	1430	7125	1	0	4	7	1430	98074	47.6256	-122.059	1570	8075	31	0	0	0
2626	7738500731	20140815T000000	4500000	5	5.5	6640	40014	2	4	3	12	6350	98155	47.7493	-122.28	3030	23408	11	1	0	1
2627	1822079046	20150504T000000	500000	3	2	3040	41072	1	0	4	8	1520	98038	47.3944	-121.972	2230	54014	37	1	0	0
2628	1062100075	20150503T000000	455000	2	1	980	5000	1	0	4	7	980	98155	47.7518	-122.279	1600	5965	65	0	0	0
2629	8825900070	20140818T000000	705000	6	2	2570	4240	1.5	0	4	7	1970	98115	47.6754	-122.307	2030	4240	104	1	0	0
2630	1158700135	20140812T000000	420000	3	2.5	2060	7020	1	0	4	8	1460	98177	47.7575	-122.364	2150	8400	48	1	0	0
2631	7983000200	20141005T000000	169575	3	1	1300	8284	1	0	3	7	1300	98003	47.3327	-122.306	1360	7848	47	0	0	0
2632	7983000200	20150225T000000	250000	3	1	1300	8284	1	0	3	7	1300	98003	47.3327	-122.306	1360	7848	47	0	0	0
2633	1727510030	20150312T000000	530000	3	2.25	1680	7262	1	0	5	7	1180	98034	47.713	-122.225	1910	7405	42	1	0	0
2634	3286800370	20150206T000000	590000	5	3.25	4020	40341	1	0	5	8	2170	98027	47.4952	-122.068	2650	53437	45	1	0	0
2635	6791400320	20140923T000000	257500	3	1.75	1530	14087	1	0	3	7	1070	98042	47.3146	-122.043	1770	13660	36	1	0	0
2636	3992700036	20140626T000000	415000	3	1	1170	6700	1	0	3	8	1170	98125	47.7122	-122.29	2410	7620	58	0	0	0
2637	1175000059	20141010T000000	536000	3	1.75	1580	3764	1.5	0	3	7	1280	98107	47.672	-122.397	1560	3764	70	1	0	0
2638	8732000390	20140529T000000	246500	3	1.5	1270	11600	1	0	4	7	1270	98031	47.4075	-122.196	1380	9945	51	0	0	0
2639	1441800030	20140706T000000	395000	3	1.75	1480	7700	1	0	3	8	1480	98034	47.7225	-122.202	1930	8560	40	0	0	0
2640	4045800030	20150511T000000	739000	3	2.25	2220	10530	1	0	4	8	1700	98052	47.6383	-122.098	2500	10014	41	1	0	0
2641	1727850340	20140929T000000	1272000	4	2.75	3200	13729	2	0	3	11	3200	98005	47.6402	-122.171	4050	16921	31	0	0	0
2642	2268000370	20140708T000000	190000	3	1	910	10575	1	0	4	7	910	98003	47.2741	-122.301	1470	10425	47	0	0	0
2643	2023049350	20150410T000000	305000	3	1.5	1480	9086	1	0	3	7	1480	98168	47.4717	-122.323	1540	9750	53	0	0	0
2644	7018000560	20150420T000000	925000	4	4.25	3770	13058	2	0	4	8	3770	98028	47.7517	-122.225	2200	12255	32	0	0	0
2645	4147200140	20140821T000000	895000	4	3	3500	13444	2	0	3	10	2360	98040	47.5468	-122.231	3140	12935	38	1	0	0
2646	3176600055	20140717T000000	656000	3	1.75	1480	7475	1.5	0	3	8	1480	98115	47.6732	-122.272	2120	7216	72	0	0	0
2647	7518500885	20140519T000000	560000	4	1	1660	4690	1.5	0	3	7	1260	98117	47.6829	-122.378	1400	3876	70	1	0	0
2648	7504020810	20141020T000000	610000	5	2.25	2520	11700	2	0	3	9	2520	98074	47.6322	-122.053	2530	12000	38	0	0	0
2649	3276930370	20140708T000000	645000	4	2.5	2850	37522	2	0	3	9	2850	98075	47.5852	-121.992	2980	35280	28	0	0	0
2650	1687000200	20150410T000000	259000	3	2.5	2153	4400	2	0	3	8	2153	98001	47.2872	-122.283	2434	4400	8	0	0	0
2651	7501000340	20140818T000000	980000	4	2.5	3780	10962	2	0	3	10	3780	98033	47.6533	-122.183	3310	11651	25	0	0	0
2652	7611200136	20140723T000000	872000	4	4	3770	9750	1	0	4	9	1940	98177	47.7159	-122.367	2260	9878	48	1	0	0
2653	5459500125	20140805T000000	1000000	6	2.75	3600	9675	1	2	4	9	1940	98040	47.5726	-122.213	2990	9675	38	1	0	0
2654	825059271	20140910T000000	900000	3	2.75	2980	12600	1.5	0	3	8	1590	98033	47.674	-122.196	1520	9660	74	1	1	0
2655	9465200181	20150428T000000	475000	4	1.5	2320	5534	1.5	0	4	7	1540	98103	47.6944	-122.355	1670	5913	100	1	0	0
2656	5469502860	20150107T000000	350000	5	2.75	2980	13482	1	0	4	8	1730	98042	47.3774	-122.16	2900	14800	40	1	0	0
2657	486000565	20140515T000000	840000	4	1.75	2930	11562	1	3	3	9	1670	98117	47.6765	-122.404	2530	6517	68	1	0	0
2658	6071900070	20140622T000000	500000	4	2.5	2040	8400	1	0	3	8	1420	98006	47.5512	-122.17	2540	8925	52	1	0	0
2659	7957600075	20150406T000000	202500	3	1.5	1510	9898	1	0	3	7	1110	98148	47.4303	-122.334	1420	9250	61	1	0	0
2660	823069074	20141223T000000	523000	4	2.5	2660	65340	2	0	3	8	2660	98027	47.4969	-122.06	2850	74052	27	0	0	0
2661	2366800055	20141203T000000	225000	3	2.5	1740	10050	2	0	3	7	1740	98001	47.2671	-122.236	1300	10125	26	0	0	0
2662	7272001805	20150309T000000	418200	3	2.25	2240	9542	1	1	3	7	1190	98198	47.3995	-122.318	2080	9542	35	1	0	0
2663	3582700070	20141205T000000	356500	4	1.75	1570	9670	1	0	3	7	1170	98028	47.7432	-122.248	2080	9100	56	1	0	0
2664	2402100055	20140716T000000	670000	4	3	2500	5000	1.5	0	4	7	1460	98103	47.6895	-122.331	1720	4500	89	1	0	0
2665	5146000070	20141204T000000	456150	3	2.25	1750	12408	1	0	5	7	1150	98155	47.7509	-122.3	1820	12977	53	1	0	0
2666	2607760890	20140603T000000	471000	4	2.5	3030	9687	2	0	3	8	2020	98045	47.485	-121.799	2050	10193	17	1	0	0
2667	9274200316	20150409T000000	558000	3	2.5	1680	934	3	0	3	8	1680	98116	47.5891	-122.387	1740	1280	7	0	0	0
2668	4139500200	20150305T000000	1380000	6	4.5	5740	10312	2	2	3	11	3610	98006	47.5533	-122.11	4350	11917	15	1	0	0
2669	3021059155	20141212T000000	161500	3	1	1220	6000	1	0	5	7	1220	98002	47.2811	-122.214	1420	13137	54	0	0	0
2670	3580900160	20141010T000000	311000	3	1	1310	8370	1.5	0	3	7	1310	98034	47.7284	-122.241	1310	8370	53	0	0	0
2671	3876000350	20150224T000000	470000	6	1.75	2490	8732	1.5	0	4	8	2490	98034	47.7252	-122.187	1840	8024	49	0	0	0
2672	3959400400	20140709T000000	569000	3	3.25	2220	8227	1.5	0	5	8	1770	98108	47.5665	-122.316	1750	4800	86	1	0	0
2673	8079100700	20150318T000000	689000	4	2.5	2240	7350	2	0	3	9	2240	98029	47.5652	-122.013	2200	8017	26	0	0	0
2674	9407001610	20140715T000000	271900	3	1.75	1890	11875	1	0	3	7	1230	98045	47.4472	-121.774	1580	10920	36	1	0	0
2675	8700120270	20141210T000000	278000	4	2.5	1850	6037	2	0	3	7	1850	98030	47.359	-122.191	1860	6037	24	0	0	0
2676	3204300860	20140723T000000	820000	2	2.5	2210	4440	2	0	4	8	1440	98112	47.6305	-122.3	1560	4920	84	1	0	0
2677	3204800520	20150225T000000	399500	3	1.75	1410	7700	1	0	4	7	1410	98056	47.5375	-122.176	1560	7700	48	0	0	0
2678	8857320260	20141105T000000	462000	3	2.75	1890	2614	2	0	4	9	1890	98008	47.6102	-122.114	1800	2769	36	0	0	0
2679	6791400800	20150413T000000	347500	3	1	1830	12036	1	0	3	7	1550	98042	47.3126	-122.043	1810	12036	38	1	0	0
2680	2768000270	20140625T000000	562100	2	0.75	1440	3700	1	0	3	7	1200	98107	47.6707	-122.364	1440	4300	101	1	0	0
2681	1432400060	20140529T000000	230000	2	1	950	7560	1	0	3	6	950	98058	47.4499	-122.176	1160	7560	57	0	0	0
2682	2547200240	20140622T000000	687000	4	2.5	2370	10083	2	0	5	8	2370	98033	47.6715	-122.166	2370	10133	49	0	0	0
2683	6441800060	20141209T000000	725786	4	2.5	3070	5762	2	0	3	10	3070	98075	47.5847	-122.08	3630	6500	15	0	0	0
2684	1775800710	20150126T000000	315500	3	1	1300	12600	1	0	4	7	1300	98072	47.7422	-122.1	1480	13530	46	0	0	0
2685	7694600253	20140506T000000	312000	4	2	1300	7054	1	0	3	7	1300	98146	47.5071	-122.369	1560	7100	65	0	1	0
2686	8910500238	20141106T000000	343000	3	3.25	1210	1173	2	0	3	8	1000	98133	47.7114	-122.356	1650	1493	13	1	0	0
2687	3076500830	20141029T000000	385195	1	1	710	6000	1.5	0	3	6	710	98144	47.5756	-122.316	1440	4800	0	0	0	0
2688	1072030510	20140829T000000	415000	4	2.25	2240	12650	1	0	4	8	1730	98059	47.4777	-122.142	2150	12650	34	1	0	0
2689	3888100226	20140630T000000	461000	3	1.75	3600	8666	2	0	4	6	2400	98033	47.6893	-122.167	2290	8200	67	1	0	0
2690	7227501369	20140610T000000	369990	4	2.5	1960	7133	2	0	3	7	1960	98056	47.4941	-122.19	1960	6705	13	0	0	0
2691	3820350070	20140929T000000	349950	4	2.5	1820	3134	2	0	3	7	1820	98019	47.7351	-121.985	1820	3751	16	0	0	0
2692	7616800350	20150412T000000	285750	3	2.25	1960	17126	1	0	3	8	1400	98055	47.4436	-122.21	2060	11466	49	1	0	0
2693	7811210200	20150420T000000	542500	4	2.25	1750	10160	1	0	3	8	1320	98005	47.5909	-122.158	2170	11165	43	1	0	0
2694	6891100260	20141111T000000	830000	5	3.5	3700	5400	2	0	3	9	2890	98053	47.7085	-122.117	3620	5460	4	1	0	0
2695	6076500160	20141223T000000	705000	4	2.5	2910	20946	2	0	4	8	2350	98034	47.7085	-122.24	2020	11342	39	1	0	0
2696	2872100445	20140624T000000	615000	2	1	1270	5000	1	0	3	8	1090	98117	47.6828	-122.393	1640	5000	66	1	0	0
2697	3352400004	20150129T000000	184500	2	1	720	5880	1	0	3	6	720	98178	47.5056	-122.27	1440	7200	75	0	0	0
2698	7942601200	20141001T000000	412000	2	1	1040	5120	1	0	3	7	1040	98122	47.6048	-122.312	1250	4000	114	0	0	0
2699	985001266	20141215T000000	250000	3	1.5	2210	11111	1.5	0	3	7	2210	98168	47.492	-122.309	1250	8422	81	0	0	0
2700	2218000390	20140612T000000	580000	5	2	2060	6000	2	0	3	7	2060	98105	47.6685	-122.305	1770	5000	112	0	0	0
2701	7231502505	20150312T000000	220000	2	1	780	6000	1	0	5	6	780	98055	47.4759	-122.208	1080	6000	92	0	0	0
2702	7555220140	20140916T000000	675000	4	2.75	2240	8937	1	0	4	8	1460	98033	47.6495	-122.194	2360	9038	39	1	0	0
2703	7445000105	20140522T000000	373500	2	1	800	3330	1	0	3	7	800	98107	47.6566	-122.358	1300	4320	97	0	0	0
2704	5583200810	20150402T000000	662700	2	1.5	2440	6900	2	0	3	7	1590	98118	47.5568	-122.271	1770	6900	105	1	0	0
2705	7340600827	20140516T000000	239950	5	1	1460	6032	2	0	4	6	1460	98168	47.487	-122.282	1060	10300	74	0	0	0
2706	7436900045	20140925T000000	383000	3	1	1150	10196	1	0	4	7	1150	98052	47.6788	-122.162	1410	8925	58	0	0	0
2707	4027701294	20150129T000000	485000	3	2.75	2650	12350	1	0	4	7	1470	98028	47.7669	-122.268	1950	14075	40	1	0	0
2708	3570000160	20140710T000000	610000	4	2.75	2600	36583	1	0	5	8	1580	98075	47.593	-122.054	2300	27820	39	1	0	0
2709	9276202190	20140808T000000	545000	6	1.75	1820	6250	1	0	3	7	1130	98116	47.579	-122.39	1820	5750	61	1	0	0
2710	5016002180	20140708T000000	780000	2	2.5	2560	2500	2	0	5	8	1690	98112	47.6233	-122.3	1890	5000	114	1	0	0
2711	7300000550	20150424T000000	305000	3	2.5	1714	3240	2	0	3	8	1714	98055	47.4288	-122.19	1714	3240	10	0	0	0
2712	6817810310	20140612T000000	405000	3	1	1330	15678	1	0	3	7	900	98074	47.6355	-122.037	1330	12696	31	1	0	0
2713	7851980260	20140730T000000	1110000	5	3.5	7350	12231	2	4	3	11	4750	98065	47.5373	-121.865	5380	12587	14	1	0	0
2714	1423400260	20150402T000000	273000	3	1.75	2050	9045	2	0	4	6	2050	98058	47.4572	-122.18	1200	9045	56	0	0	0
2715	3876810140	20140527T000000	326500	3	1	1810	12375	2	0	3	7	1810	98072	47.7427	-122.172	1420	9357	45	0	0	0
2716	3276180140	20150424T000000	365000	3	1.75	1380	9134	1	0	5	7	880	98056	47.5087	-122.193	1400	8190	34	1	0	0
2717	9808590310	20150408T000000	1000750	3	2.75	3070	10739	2	0	3	10	2440	98004	47.6444	-122.191	3490	11913	28	1	0	0
2718	546000045	20150325T000000	422500	2	1	800	4046	1	0	3	7	800	98117	47.6895	-122.382	1400	4046	75	0	0	0
2719	2595650060	20150324T000000	354450	4	2.75	2140	9920	2	0	3	8	2140	98001	47.3529	-122.274	2130	9920	22	0	0	0
2720	1771110550	20141204T000000	320000	3	1	1330	9540	1	0	4	7	1330	98077	47.758	-122.075	1250	10350	44	0	0	0
2721	5335700030	20140603T000000	223000	3	1	1030	9120	1	0	3	7	1030	98032	47.3607	-122.291	1470	10220	54	0	0	0
2722	7203101580	20140724T000000	410000	3	2.5	1740	4948	2	0	3	7	1740	98053	47.6966	-122.025	1290	3383	7	0	0	0
2723	272000125	20140829T000000	438000	3	1	1200	4000	1.5	0	4	6	1200	98144	47.5881	-122.299	1390	4000	92	0	0	0
2724	2770601741	20141106T000000	390000	3	3	1490	2944	2	0	3	7	960	98199	47.6506	-122.384	1590	1600	22	1	0	0
2725	4250200140	20150219T000000	298500	4	2.5	1890	5954	2	0	3	7	1890	98092	47.3293	-122.194	2030	5880	11	0	0	0
2726	8965400390	20140905T000000	749999	5	2.25	3060	13630	2	0	3	10	3060	98006	47.5585	-122.117	3430	10700	26	0	0	0
2727	5071401000	20140829T000000	779000	6	2.5	3250	12000	1	1	3	8	1800	98115	47.6935	-122.28	3490	10320	49	1	0	0
2728	3760500435	20150114T000000	570000	3	2.75	2730	11936	2	2	3	8	1530	98034	47.6987	-122.231	2810	12333	37	1	0	0
2729	5680000260	20150512T000000	385000	3	1	810	4600	1	0	3	6	810	98144	47.5712	-122.316	1520	4800	97	0	0	0
2730	9170500060	20140818T000000	649000	4	2	2240	11040	1	0	5	8	1120	98033	47.693	-122.168	1790	11040	54	1	0	0
2731	795000885	20141001T000000	283000	3	1	1740	5247	1	0	3	7	1270	98168	47.5049	-122.329	1070	5636	68	1	0	0
